category,screen_name,created_at,text,favorite_count,retweet_count 
Technology,GarShehu,2019-11-29 20:07:56,"b'Nigeria and Iran have agreed to set up a binational commission that will promote trade, investment, agriculture and\xe2\x80\xa6 https://t.co/YRxWxaRByi'",725,158
Technology,BNONews,2019-11-29 18:48:34,b'WikiScanner founder and Ethereum employee Virgil Griffith arrested in Los Angeles for allegedly helping North Korea\xe2\x80\xa6 https://t.co/S3b1sBGYj6',231,185
Technology,wef,2019-11-29 16:30:22,"b""Here's how the internet is going to reshape the next 50 years, according to experts https://t.co/gfm2Vsm0dV\xe2\x80\xa6 https://t.co/jungxOU0NS""",97,69
Technology,debjani_ghosh_,2019-11-29 08:30:41,b'Thank you Dear Minister for your tremendous support to the Industry! The opportunity to do more in India is huge an\xe2\x80\xa6 https://t.co/M7PMnESNuy',114,104
Technology,NGRPresident,2019-11-29 18:53:51,"b'STATE HOUSE PRESS RELEASE\n\nNIGERIA, IRAN TO ESTABLISH BINATIONAL COMMISSION\n\nNigeria and Iran have agreed to set up\xe2\x80\xa6 https://t.co/3JsalANBM4'",177,68
Technology,BiIndia,2019-11-29 05:15:59,"b'@PrernaSindwani As per CARE rating agency, the unemployment rate in India may increase further as a high proportion\xe2\x80\xa6 https://t.co/kdbOElGz0e'",321,230
Technology,investindia,2019-11-29 03:41:56,"b'India\xe2\x80\x99s #fintech ecosystem can leverage #Blockchain technology in areas such as trade finance, cross-border payment\xe2\x80\xa6 https://t.co/uTnB3O4JLP'",183,184
Technology,WWF,2019-11-29 16:19:01,b'Our first jaguar collaring mission found a flourishing population of 20 Jaguars including cubs on an Amazonian isla\xe2\x80\xa6 https://t.co/DCPQgRSgvB',694,165
Technology,MadhavSheth1,2019-11-29 16:44:59,b'At #JagranHiTechAwards 2019 tonight! Feel proud &amp; motivated that my everyday work contributes towards the growth &amp;\xe2\x80\xa6 https://t.co/C9vdquhIhp',2049,107
Technology,StanChart,2019-11-29 16:00:29,"b""We believe technology should enable human connections. Watch the family of @LFC's most successful manager\xe2\x80\xa6 https://t.co/gKVqDuhcwZ""",1858,159
Technology,dabeard,2019-11-29 02:02:11,b'Russia demanded that Apple disregard the truth and list the area Moscow seized from Ukraine as if it were legitimat\xe2\x80\xa6 https://t.co/jQuaeTCCGC',32,42
Technology,thehill,2019-11-29 00:25:05,"b'GOP candidate banned from Twitter over post saying Omar ""should be tried for treason and hanged""\xe2\x80\xa6 https://t.co/dvLcz8Rmi0'",127,43
Technology,IYCM,2019-11-29 01:02:55,"b'We are running out of time \xf0\x9f\xa4\x9c\xf0\x9f\x8f\xbc let\xe2\x80\x99s work together towards fighting climate change. \n\nInnovative Climate Solutions,\xe2\x80\xa6 https://t.co/WL2QFaXBqR'",56,29
Technology,IBMBlockchain,2019-11-29 01:00:00,b'The team-up is focused on enriching the students with an outstanding opportunity to delve into fast-emerging techno\xe2\x80\xa6 https://t.co/v3X4B03I35',51,48
Technology,ForeignAffairs,2019-11-29 02:09:35,b'We put together a reading list on how technological advancement is reshaping international relations:\nhttps://t.co/GGf6wQwWsi',81,28
Technology,OurRevolution,2019-11-29 02:05:00,b'Worth thinking about this shopping season. #WaronWorkers https://t.co/BMJD0vqD0P',39,19
Technology,ericuman,2019-11-29 01:25:25,"b'Ahhh, Russia has been flexing its muscles on maps...\n\nhttps://t.co/yGr08imolp'",23,24
Technology,DanCrenshawTX,2019-12-01 20:05:01,"b'Maybe these 11,000 \xe2\x80\x9cscientists\xe2\x80\x9d could contribute to the already very promising science of carbon capture technology\xe2\x80\xa6 https://t.co/9ROJN4Veo8'",12983,2804
Technology,LFC,2019-12-01 08:30:52,b'The most successful English football manager. \n\nWatch the family of the legendary Bob Paisley in awe at technology\xe2\x80\xa6 https://t.co/NGJ91IQ4iu',7584,1156
Technology,FinancialTimes,2019-12-01 17:06:01,"b'Exclusive: Chinese technology companies are shaping new facial recognition and surveillance standards at the UN, ac\xe2\x80\xa6 https://t.co/6J1Elmdg25'",867,892
Technology,AFP,2019-12-01 21:06:00,"b'China will require telecom operators to collect face scans when registering new phone users at offline outlets, acc\xe2\x80\xa6 https://t.co/vR5rrt2IDP'",824,963
Technology,amyklobuchar,2019-12-01 17:01:30,b'This is why I led the INSPIRE Women Act to direct NASA to encourage women to study in STEM fields. We\xe2\x80\x99ve come a lon\xe2\x80\xa6 https://t.co/xQ1rQYuM4C',1328,331
Technology,ValaAfshar,2019-12-01 02:30:12,b'The best use of technology is to improve the quality of life https://t.co/gk37Ix8e2J',2079,573
Technology,DavidCayJ,2019-12-01 17:37:05,b'No more easy-to-manipulate touchscreen voting in St. Louis County (not the adjacent city). \n\nNow to get the rest of\xe2\x80\xa6 https://t.co/wT18vItdCV',589,225
Technology,KenRoth,2019-12-01 11:14:30,b'China further extends its dystopian surveillance state by requiring all mobile phone users to submit to facial scan\xe2\x80\xa6 https://t.co/ycRc6ob0W5',134,159
Technology,nytimes,2019-12-01 07:40:25,b'You might want to think twice before plugging in at an airport or on the train. Public USB ports and cables can be\xe2\x80\xa6 https://t.co/zk19imARwp',648,476
Technology,fordnation,2019-12-01 23:31:35,"b'Today @PremierScottMoe, @BlaineHiggs and I announced that our provinces will work together to explore new, cutting-\xe2\x80\xa6 https://t.co/vFpsDM3KMM'",442,85
Technology,wef,2019-12-01 19:30:06,b'Over 2.5 billion people use #socialmedia. This is how it has changed the world https://t.co/aNEFJyrRkZ #Technology https://t.co/vqYZYbeWZz',165,144
Technology,JordanRasko,2019-12-01 21:47:57,b'We live in a world with genuine Lex Luthors. Billionaire overlords who control our lives through their stranglehold\xe2\x80\xa6 https://t.co/4vU6cNLpGU',428,81
Technology,kiranshaw,2019-12-01 01:47:29,b'Why is it that we are unable to afford technology for infra that matches speed n quality of US &amp; China?  Eg elevate\xe2\x80\xa6 https://t.co/kY6GHXPxPu',964,157
Technology,politico,2019-12-01 18:30:07,"b""The Department of Homeland Security's inadequate medical technology and record-management for thousands of migrants\xe2\x80\xa6 https://t.co/M3C6vTE5Ty""",89,80
Technology,TheEconomist,2019-12-01 18:45:05,"b'In principle, eliminating HIV is possible with existing technology  https://t.co/iMd9D1vjQc'",331,162
Technology,PDChina,2019-12-01 01:32:01,"b'Starting Jan 1, 2020, China to mark out audio/video products based on #AI technology, such as deep learning or VR,\xe2\x80\xa6 https://t.co/98d64IPtn6'",100,24
Technology,CNBC,2019-12-01 01:30:00,"b'5G is coming to change the way you use the internet. But what does ""5G"" actually mean, and how will it affect the t\xe2\x80\xa6 https://t.co/EGNxVUX6Fo'",58,33
Technology,FEMM____,2019-12-01 00:52:15,b'\xf0\x9f\x9a\x97\xf0\x9f\x9a\x97\xf0\x9f\x9a\x97\xf0\x9f\x92\xa8\n\xe3\x80\x90BMW NEXT JOY\xe3\x80\x91\n\xf0\x9f\x91\xadexperienced BMW\xe2\x80\x99s brand new technology\xf0\x9f\x98\xb3\xe2\x9a\xa1\xef\xb8\x8f\xe2\x9a\xa1\xef\xb8\x8f\xe2\x9a\xa1\xef\xb8\x8f\nThis driverless car drove so smoothly and it was\xe2\x80\xa6 https://t.co/QylulT4uZO',92,36
Technology,sheeraf,2019-12-02 23:52:27,b'Think your Thanksgiving was rough? Imagine having to explain to family members that your company isn\xe2\x80\x99t responsible\xe2\x80\xa6 https://t.co/qpkh7NZO5Q',427,198
Technology,sarahfrier,2019-12-02 23:48:05,"b'what?! \nFacebook PR created a chatbot called ""Liam Bot"" that will parrot out talking points, so that employees can\xe2\x80\xa6 https://t.co/SUBvO7MO7S'",362,183
Technology,NPR,2019-12-02 23:25:03,b'Domestic abusers can use seemingly innocuous apps like Find My Friends or Google Maps to track their partner. \n\nExp\xe2\x80\xa6 https://t.co/7mOvDmOQRK',176,161
Technology,narendramodi,2019-12-02 13:49:29,b'Invigorating the India-Sweden friendship with closer cooperation in innovation and technology.\xc2\xa0\n\nHis Majesty King C\xe2\x80\xa6 https://t.co/osWoYasieL',13707,2249
Technology,J_Alderete,2019-12-02 23:21:19,b'Defiant Mark Zuckerberg defends Facebook policy to allow false ads - Come on...time to #deletefacebook was a few ye\xe2\x80\xa6 https://t.co/HA4AhhZr4L',167,76
Technology,ninaturner,2019-12-02 20:33:10,b'No coincidence Amazon&amp; Walmart workers make up our biggest contributors. They know EXACTLY what we mean when we fig\xe2\x80\xa6 https://t.co/hpOhHGz8DE',1490,559
Technology,TheRealNews,2019-12-02 22:35:00,"b'AnyVision, an Israeli facial recognition tech company funded by Microsoft, has been wielding its software to help e\xe2\x80\xa6 https://t.co/hEccpWXA3l'",23,36
Technology,WorldBank,2019-12-02 21:28:31,"b'Did you know that 80% of global GDP is created in cities? By 2030, two-thirds of the world\xe2\x80\x99s population will live i\xe2\x80\xa6 https://t.co/LPDZudaRn4'",168,76
Technology,ShehuSani,2019-12-02 18:17:02,b'A transport university in Daura is good and commendable but the Nigerian Institute of Transport Technology Zaria mu\xe2\x80\xa6 https://t.co/7K0mZXRxSk',2110,481
Technology,USSOCOM,2019-12-02 12:35:10,"b'Our Marine Raiders combine intelligence, technology, and cyber operations to influence diverse audience and counter\xe2\x80\xa6 https://t.co/cZINUx2iLz'",1514,600
Technology,latimes,2019-12-02 19:10:32,b'Riot Games agreed to pay out at least $10 million to women who worked at the company in the last five years as part\xe2\x80\xa6 https://t.co/yl5iyXNjhX',1022,499
Technology,TrueFactsStated,2019-12-02 15:56:44,b'It\xe2\x80\x99s getting harder and harder to see whatever good remains in Mark Zuckerberg.  https://t.co/FZgysYFMzd',6145,1819
Technology,Google,2019-12-02 23:00:00,"b'Meet Maurizio Leo, a software engineer turned baker. He\xe2\x80\x99s the developer of SkyView, a stargazing app that uses your\xe2\x80\xa6 https://t.co/is7qZ1QRjk'",451,72
Technology,GroovyBruce,2019-12-02 22:45:10,"b""'World first' cell phone detection cameras rolled out in Australia. \n\nNot a fan of intrusion-technology, but I hate\xe2\x80\xa6 https://t.co/ovhrKRVvbw""",606,49
Technology,CNN,2019-12-02 18:55:01,"b'Nintendo, Walkmans, VCRs. Japan was once synonymous with cutting-edge technology, but now, the country has fallen b\xe2\x80\xa6 https://t.co/uJ9LzB3LNU'",180,76
Technology,officialEFCC,2019-12-02 08:32:07,"b'#YoungNLegit PICK OF THE WEEK:\n\nMeet Jerry Mallo, a fabrication engineer, also the CEO of Bennie Technology, Jos.\nJ\xe2\x80\xa6 https://t.co/TJ4lDFbgHf'",3052,990
Technology,talkSPORT,2019-12-02 12:00:00,"b'""That moment has been tarnished for him forever."" \xf0\x9f\x98\xa1\n\n""That is wrong for the game."" \xe2\x9d\x8c\n\n""He\'s lost that opportunity b\xe2\x80\xa6 https://t.co/dcmPNHI8MA'",1496,306
Technology,MbalulaFikile,2019-12-02 09:37:37,b'Technology allows our traffic officers to scan all vehicles and know immediately if it was stolen or there are warr\xe2\x80\xa6 https://t.co/VU0uXyc7fA',2984,865
Technology,NPR,2019-12-02 03:34:04,b'Domestic abusers can use seemingly innocuous applications like Find My Friends or Google Maps to track their partne\xe2\x80\xa6 https://t.co/WKJCAxxeZl',330,277
Technology,Reuters,2019-12-02 10:56:57,"b""China's facial recognition rollout reaches into mobile phones, shops and homes https://t.co/ZshWN5JqPr via\xe2\x80\xa6 https://t.co/7M3nf1w7hZ""",686,750
Technology,FinancialTimes,2019-12-02 04:20:07,"b'Exclusive: Leaked documents obtained by the Financial Times reveal that Chinese technology companies such as ZTE, D\xe2\x80\xa6 https://t.co/e61wW5ldN4'",339,369
Technology,demosisto,2019-12-02 05:54:40,"b'Clarification: In a clip yesterday showing the counting app, the technology they use was NOT facial recognition, bu\xe2\x80\xa6 https://t.co/4UPl8PU5Ln'",266,234
Technology,sapinker,2019-12-02 04:17:07,"b'O Canada! Group of premiers band together to develop small modular nuclear reactors, one of our best hopes to comba\xe2\x80\xa6 https://t.co/MN7WeGxe76'",1326,325
Technology,PTIofficial,2019-12-02 10:46:09,b'Mr. Naguib Sawiris Executive Chairman Orascom Telecom Media and Technology calls on Prime Minister @ImranKhanPTI https://t.co/Tn4Un96Qtj',787,164
Technology,BitTorrent,2019-12-02 09:22:41,"b'Thank you, @Exmo_Com, for a #BitTorrent (#BTT) overview and in-depth analysis of our technology and use cases! $BTT\xe2\x80\xa6 https://t.co/YyvxLEkZ2Z'",204,92
Technology,michellemalkin,2019-12-02 05:07:49,"b'On a related note: Here\'s a 2006 flashback to my early warning battle against YouTube censorship of my little ""Firs\xe2\x80\xa6 https://t.co/rQm30o8qqL'",971,369
Technology,wef,2019-12-02 11:00:24,b'How millennials\xe2\x80\x99 relationship with their phones is changing the #economy https://t.co/OaNJAlO7Mt #technology https://t.co/fXspDrDrzl',142,77
Technology,PDChina,2019-12-02 03:10:00,"b'China plans to accomplish a 200-tonne megawatt-level space-based solar power station by 2035, according to China Ac\xe2\x80\xa6 https://t.co/28ngfnuyix'",290,128
Technology,binance,2019-12-02 01:19:37,"b'How #Blockchain Technology Will Impact the Banking Industry - @BinanceAcademy \n\nReal-time transactions, tokenizatio\xe2\x80\xa6 https://t.co/kH8PNqidRr'",181,66
Technology,samhowzit,2019-12-02 02:36:16,b'Today I found a Kodak PhotoCD from my visit to #WaltDisneyWorld in late Dec. 1994. It got me thinking about obsolet\xe2\x80\xa6 https://t.co/4PWiT2bEW3',454,49
Technology,EFF,2019-12-02 00:15:00,"b'From smart doorbells watching Halloween Trick-or-Treating to daily school monitoring, children should not have to l\xe2\x80\xa6 https://t.co/vb1HuquKlZ'",61,39
Technology,sunlorrie,2019-12-02 03:00:52,"b""That's a real concern if we use Huawei for G5 technology. https://t.co/Ho7UF0Co98""",35,24
Technology,CBCNews,2019-12-02 03:00:39,b'The air industry knows it has a carbon footprint problem - so what is it doing about it? https://t.co/fNI464iVaY',51,21
Technology,rosenbergerlm,2019-12-02 01:09:21,b'This is why democracies need to think through whether proposed approaches to information manipulation actually play\xe2\x80\xa6 https://t.co/96E0VwGsOf',53,33
Technology,TheEconomist,2019-12-02 00:08:36,b'How ear bones evolved https://t.co/8s5D1gKLmw',53,26
Technology,KamalaHarris,2019-12-03 16:14:03,b'Technology has connected us like never before\xe2\x80\x94making it even easier for abusive partners to perpetrate digital dome\xe2\x80\xa6 https://t.co/nwcWsKcXPB',2689,644
Technology,NASA,2019-12-03 17:47:18,b'Who will deliver science to the Moon? \xf0\x9f\x8c\x95\nWhat kind of tools are we using to explore the Moon? \xe2\x9a\x99\xef\xb8\x8f\nHow will we use thi\xe2\x80\xa6 https://t.co/oAmS8vcZpo',2593,475
Technology,BillGates,2019-12-03 14:52:46,b'Technology has made it faster and easier than ever before for people everywhere to give. I\xe2\x80\x99m inspired by how many p\xe2\x80\xa6 https://t.co/5dVl7q2nU9',3765,538
Technology,bungarsargon,2019-12-03 15:33:19,"b""The Nazis measured people's skulls to figure out who was a Jew. The Chinese government is now using DNA testing and\xe2\x80\xa6 https://t.co/kogTrvmjzw""",1223,576
Technology,LFDodds,2019-12-03 08:04:13,b'NEW from me: For two months the Tories have been harvesting sensitive data from British voters with an innocuous-lo\xe2\x80\xa6 https://t.co/TeYkTQhh4u',403,479
Technology,Huawei,2019-12-03 17:31:41,b'British Deaf Association has a deep understanding of the deaf communities\xe2\x80\x99 problems and Huawei of technology. It\xe2\x80\x99s\xe2\x80\xa6 https://t.co/Z8syw5XW9k',3284,216
Technology,Koreaboo,2019-12-03 03:30:09,"b""KB Bank Releases BTS's Brand New Commercials For Their Innovative Mobile Technology\n\nhttps://t.co/RdAXb1lr11""",2528,510
Technology,Huawei,2019-12-03 10:18:57,"b""Trust In Tech is a collaborative effort in which everyone's contribution is valued. #WomenInTech will help advance\xe2\x80\xa6 https://t.co/DhgRtzYVuz""",2800,235
Technology,AdamMKaufman,2019-12-03 12:24:16,"b'No joke, this simple scroll was one of the most exhilarating things you could experience as a kid 30 years ago. For\xe2\x80\xa6 https://t.co/BDeKhnjsl5'",1611,193
Technology,upsystem,2019-12-03 08:51:47,"b'National Scientist Edgardo Gomez has passed away, the Department of Science and Technology announced on Tuesday.\n\nT\xe2\x80\xa6 https://t.co/37MfrIVPHu'",460,80
Technology,nytimes,2019-12-03 08:05:04,"b'This process, called DNA phenotyping, is also being developed in the U.S. and elsewhere. Though it\xe2\x80\x99s still in an ea\xe2\x80\xa6 https://t.co/vFvOXay0Hu'",370,251
Technology,TeamPelosi,2019-12-03 18:49:55,b'To protect our elections and strengthen our defenses against foreign attacks \xe2\x9c\x85\xe2\xac\x87\xef\xb8\x8f\n\nhttps://t.co/5F9A3gAPNT',749,283
Technology,CNN,2019-12-03 04:30:14,b'The Department of Homeland Security wants to be able to use facial-recognition technology to identify all people en\xe2\x80\xa6 https://t.co/kWOUWI31LL',402,178
Technology,TeamPelosi,2019-12-03 18:49:54,b'To restore Net Neutrality \xe2\x9c\x85\xe2\xac\x87\xef\xb8\x8f\n\nhttps://t.co/NXdsrI4goy',635,260
Technology,nytimes,2019-12-03 04:00:09,b'The Trump administration said that a new French tax that hit American technology companies discriminated against th\xe2\x80\xa6 https://t.co/ak76L7Sh93',235,137
Technology,Omkar_Raii,2019-12-03 02:18:20,b'The Government planning to create 5 crore more jobs in addition to the existing 11 cr. employment in #MSME sector &amp;\xe2\x80\xa6 https://t.co/5BZNQ4P0E4',208,227
Technology,EpochTimes,2019-12-03 01:10:02,"b'\xe2\x80\x9cGriffith allegedly traveled to\xe2\x80\xa6North Korea, where he taught his audience how to\xe2\x80\xa6evade sanctions.\xe2\x80\x9d\n\nA US citizen in\xe2\x80\xa6 https://t.co/rfNu1yIvSi'",151,143
Technology,EFF,2019-12-03 00:19:57,"b""School surveillance technology is often implemented without any notification or input from parents. It's unclear wh\xe2\x80\xa6 https://t.co/3n0a6ivUbj""",184,124
Technology,trailhead,2019-12-03 01:04:56,b'\xf0\x9f\x93\xb0 Trailhead Simulator is LIVE: Get hands-on with @marketingcloud right in Trailhead. Check out the Quick Start: Cre\xe2\x80\xa6 https://t.co/HAtECcvtvr',93,36
Technology,wef,2019-12-03 00:00:27,b'This map shows the extent of the entire #internet in 1973 https://t.co/vV8oUHhTyp #technology https://t.co/EBeyVr8yLj',146,79
Technology,HMGnewsroom,2019-12-03 02:15:27,"b'[#HMG] Let\xe2\x80\x99s take a look at how the new technology changed this sloth couples\xe2\x80\x99 life, who used to take all day just\xe2\x80\xa6 https://t.co/dG2dXAHjiM'",1182,62
Technology,leehsienloong,2019-12-03 00:37:42,b'Had an X-citing experience ytdy at the official launch of HTX \xe2\x80\x94 the Home Team Science &amp; Technology Agency. This is\xe2\x80\xa6 https://t.co/3Zu4LUMkiW',103,31
Technology,RoKhanna,2019-12-03 03:03:00,"b'Now is not the time for incrementalism. The only way to meet this challenge is by investing in renewables, sustaina\xe2\x80\xa6 https://t.co/S0V1P8OZCf'",221,75
Technology,CNNBusiness,2019-12-03 01:57:41,b'The Department of Homeland Security wants to be able to use facial-recognition technology to identify all people en\xe2\x80\xa6 https://t.co/tDTD2RHwFD',19,22
Technology,oppo,2019-12-03 02:00:00,"b""2019 was a huge year for technology announcements, but we're not done yet.\n\nThe future of intelligent connectivity\xe2\x80\xa6 https://t.co/fJwwFSijoW""",279,36
Technology,donie,2019-12-03 03:03:57,"b'... just before Thanksgiving, Facebook rolled out something to help its workers: a chatbot that would teach them of\xe2\x80\xa6 https://t.co/LfRw3S2SZb'",23,14
Technology,airnewsalerts,2019-12-03 00:12:23,b'Union Minister Nitin Gadkari informs Rajya Sabha that MSMEs contribute 29.7% of GDP and 49.66% of Indian Exports an\xe2\x80\xa6 https://t.co/GglI4215qv',37,20
Technology,newscomauHQ,2019-12-03 02:50:00,"b'An incurable disease which turns its victims into drooling, aggressive zombie-like creatures is spreading through d\xe2\x80\xa6 https://t.co/j5bqlFvfbr'",45,30
Technology,ESO,2019-12-03 00:00:25,"b'ESO #Flashback: This image of the Gum 19 star-forming region was obtained with SOFI, an infrared instrument mounted\xe2\x80\xa6 https://t.co/zJyDmEKd8g'",64,21
Technology,monteiro,2019-12-03 00:17:54,"b'Imagine your company being so foul you have to make a chatbot to help your employees deal with ""tough questions"" fr\xe2\x80\xa6 https://t.co/CrSy2fFB5L'",87,30
Business,charliekirk11,2019-11-27 16:30:42,"b""BREAKING:\n\nDon Jr.'s new 3 week old business was just awarded $130M in special government bailout funds\n\nHe then fu\xe2\x80\xa6 https://t.co/VzUGu82tZm""",68062,27427
Business,RudyGiuliani,2019-11-27 22:52:45,"b'NYT #FAKENEWS:\n\nI did NOT pursue a business opportunity in Ukraine, as they misrepresented. I could have helped the\xe2\x80\xa6 https://t.co/zq74SWLmxu'",41109,15473
Business,kylegriffin1,2019-11-27 17:45:24,"b""Breaking via NYT: As Giuliani waged his public campaign to unearth damaging info in Ukraine about Trump's political\xe2\x80\xa6 https://t.co/YZ8oMrWmjK""",8693,4276
Business,BorisJohnson,2019-11-27 10:03:00,"b'When people get up at the crack of dawn to prepare their family business, when people take out a mortgage to fund a\xe2\x80\xa6 https://t.co/yE8OSNrVpz'",16917,3145
Business,BLaw,2019-11-27 23:00:05,b'The Trump administration is set to begin nationwide distribution of free HIV prevention medication to uninsured pat\xe2\x80\xa6 https://t.co/PvXjAScFE2',18122,6400
Business,jemelehill,2019-11-27 16:32:40,"b'Black woman speaks up about discrimination, and is discarded with no support.\n\nIn other words, business as usual. https://t.co/EROwOkPN3K'",10413,2831
Business,cvpayne,2019-11-27 13:58:37,b'Breaking Economic News News\n\nGDP revised higher to 2.1% beatings consensus \n\nDurable Goods +0.6% crushes consensus\xe2\x80\xa6 https://t.co/6ZXEz3YiGh',6517,2616
Business,billboard,2019-11-27 22:30:08,"b'With new single ""Hip,"" @RBW_MAMAMOO earn their first No. 1 on World Digital Song Sales chart https://t.co/0WGhOMd9Ec'",22382,7680
Business,brfootball,2019-11-27 00:24:21,b'Cameroon legend @setoo9 is going to Harvard Business School for business management studies in January.\n\nHe says he\xe2\x80\xa6 https://t.co/9jJUBlFJYK',3892,649
Business,kylegriffin1,2019-11-27 14:20:12,"b""Trump's business reported conflicting information about a key metric to New York City property tax officials and a\xe2\x80\xa6 https://t.co/he7QG0Cvei""",2376,1150
Business,sbg1,2019-11-27 21:55:23,b'Reading this piece is a reminder that it seems extremely odd for Trump to have received extensive services of a per\xe2\x80\xa6 https://t.co/F02OnKuShD',4071,1247
Business,charli_xcx,2019-11-27 21:59:07,"b'any and all female popstars in 2019 are obviously business women: running their own careers, making their own decis\xe2\x80\xa6 https://t.co/9EJE4i8J8q'",18758,2047
Business,ACTBrigitte,2019-11-27 20:31:30,"b'I am so disappointed in Chick Fil A.\n\nFirst they stop donating to the Salvation Army, now we discover they\xe2\x80\x99ve been\xe2\x80\xa6 https://t.co/nlkH4NNtmI'",6417,2135
Business,CNN,2019-11-27 20:38:02,b'Rudy Giuliani privately sought hundreds of thousands of dollars in business from Ukrainian officials while trying t\xe2\x80\xa6 https://t.co/oMrugWLRfy',687,331
Business,business,2019-11-27 00:18:06,b'Trump says U.S. will designate Mexican drug cartels as terrorist groups https://t.co/ox21opDQt0',695,214
Business,tminear,2019-11-27 00:02:30,b'The Andrews Government has this morning tabled the business case for its signature level crossing removal program.\xe2\x80\xa6 https://t.co/mB3yXuHQB3',111,76
Business,billboard,2019-11-27 00:10:02,b'.@celinedion tops the #HotTours recap with $33.2M from the tour\xe2\x80\x99s first 19 shows https://t.co/veU1oiVHEn',534,106
Business,anguslivingston,2019-11-27 00:09:18,"b""here are my four favourite pages from Premier Daniel Andrews' business case for his level crossings program - but t\xe2\x80\xa6 https://t.co/1YGWERCuqP""",139,55
Business,billboard,2019-11-27 00:20:03,"b""Digging in to @celinedion's impressive career sales and most-streamed songs https://t.co/pUVapT364V""",387,59
Business,business,2019-11-27 00:15:59,"b'Bloomberg says he should pay more in taxes, but he opposes wealth levy https://t.co/vVYeIyfEGA'",31,20
Business,CNNBusiness,2019-11-27 00:15:00,"b""Tonight's business headlines:\n\n\xe2\x96\xaa Xerox bid for HP goes hostile\n\xe2\x96\xaa Stocks at records after call between US, Chinese o\xe2\x80\xa6 https://t.co/mOsLLFQHLH""",30,22
Business,BBCNews,2019-11-27 00:09:11,b'How much! Why are service station snacks so expensive? https://t.co/WDzaPVX5jo',64,18
Business,CREWcrew,2019-11-28 22:30:12,"b'Lev Parnas, a business associate of Rudy Giuliani, wants to testify to Congress that aides to Rep. Devin Nunes call\xe2\x80\xa6 https://t.co/wataxtgr8N'",4243,1961
Business,LSUfootball,2019-11-28 22:23:00,"b""We've got unfinished business.\xc2\xa0\nWe've got a debt to collect.\nWe've got a score to settle.\n\nThere's only one way to\xe2\x80\xa6 https://t.co/jvB7chdtJJ""",10339,3077
Business,marklevinshow,2019-11-28 12:33:21,b'When a \xe2\x80\x9cjournalist\xe2\x80\x9d like Barak Ravid is blinded by his leftist ideology and obsessive contempt for Trump and Netany\xe2\x80\xa6 https://t.co/AFqJYFE0if',3016,1023
Business,GVLNRAO,2019-11-28 06:58:38,b'Stop being a hypocrite @RahulGandhi. You are making someone with identical views Chief Minister of Maharashtra. Udh\xe2\x80\xa6 https://t.co/JvQ4YUJsDj',8628,3364
Business,gregolear,2019-11-28 11:38:34,b'2/ The extortion of Ukraine is not \xe2\x80\x9cbusiness as usual.\xe2\x80\x9d It\xe2\x80\x99s not something done \xe2\x80\x9call the time.\xe2\x80\x9d Extorting Ukraine t\xe2\x80\xa6 https://t.co/U03ljWMvNF',3044,810
Business,business,2019-11-28 01:22:18,"b""Here's how much Japan's new tax increase hurt retail sales in October https://t.co/JHMZPXQdkK https://t.co/sUJZNNPYC3""",1325,1465
Business,CREWcrew,2019-11-28 12:30:28,b'The CEO of Ukrainian state gas company Naftogaz told Time he is ready to give evidence to U.S. federal prosecutors\xe2\x80\xa6 https://t.co/KJ1ImvmHPp',2029,788
Business,Channel4News,2019-11-28 20:03:24,"b'""You\'ve spent a lot of time talking about tree-planting, and this worries me. That is not an excuse to do business\xe2\x80\xa6 https://t.co/PzHj7JjApU'",887,338
Business,QuickTake,2019-11-28 08:30:03,"b'It started with ""grab your lash curler.""\n\nTikTok has restored @x_feroza\'s account after taking it down after she po\xe2\x80\xa6 https://t.co/IkVIeePDHe'",722,332
Business,BorisJohnson,2019-11-28 09:01:00,"b'We\xe2\x80\x99re going to keep taxes low, raise the national living wage and cut business rates for pubs, shops and cinemas. https://t.co/N7lw6pdqUn'",4495,901
Business,joncoopertweets,2019-11-28 04:44:24,b'Three women recall that Gordon Sondland made unwanted sexual contact in business settings. One says he exposed hims\xe2\x80\xa6 https://t.co/fGtkpV3uIy',676,357
Business,stonebwoyb,2019-11-28 10:55:33,"b'Successful Launch..\nOf A Business Partnership!\nBhimNations Very Own\n#BhimBOSS \n#BiGBOSS..\nGiving 15,000 Bottles Out\xe2\x80\xa6 https://t.co/tNaD69lFaz'",5671,561
Business,JayBilas,2019-11-28 11:01:27,"b""Got a low tolerance for ignorance. You think it's pleasure, I think its business. I gotta go to work.""",653,382
Business,qikipedia,2019-11-28 12:30:00,b'Tom Hanks\xe2\x80\x99 son Colin owns a handkerchiefs business called Hanks Kerchiefs.',5717,639
Business,Jeff__Benjamin,2019-11-28 00:10:32,"b""Congratulations to @RBW_MAMAMOO for earning their first No. 1 on @Billboard's World Digital Song Sales chart!\n\nThis\xe2\x80\xa6 https://t.co/7KpYKAwB94""",4309,1889
Business,NASAGoddard,2019-11-28 00:00:36,"b'This story has us in our feelings. \xe2\x9d\xa4\xef\xb8\x8f\n\nOur lunar scientist Noah Petro interviews his dad, who was an engineer durin\xe2\x80\xa6 https://t.co/SYnzKhIHKh'",148,34
Business,AlterNet,2019-11-28 00:06:28,b'\xe2\x80\x98Massive criminal enterprise\xe2\x80\x99: New report claims Giuliani sought Ukraine business deals as he dug up dirt on Biden\xe2\x80\xa6 https://t.co/8W6nsNvsBY',21,23
